BCC-1										
	s^σ	s^(τ-2)*(P≥s)								
11	31.43282426	1.187912755	1.189801525	1.19307847	1.196412855	1.198735356	1.201633158			
12	43.00403122	1.184471398	1.187607978	1.191536811	1.195625644	1.199611185	1.204104507			
13	58.8348882	1.178939125	1.18382583	1.189879918	1.194537083	1.200316263	1.206571814			
14	80.49347866	1.171597808	1.178134297	1.186479454	1.193428186	1.201177996	1.209211139			
15	110.1251367	1.161293601	1.171443979	1.181832264	1.192114591	1.202989702	1.213586013			
16	150.6649475	1.147108128	1.161624361	1.175989704	1.18998336	1.205420319	1.219486177			
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.09761	-0.000349915				
					0.09762	-0.028653917				
					0.09763	-0.000144119				
					0.09764	-5.25713E-05				
					0.09765	5.99563E-05				
					0.09766	0.00014554				
										
BCC-245										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.05506	0.05507	0.05508	0.05509	0.0551	0.05511	0.05512	0.05513	0.05514
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.007532603	1.007627003	1.007473791	1.00768278	1.007934049	1.007648729	1.007581948	1.007822936	1.00805032
2	1.871765887	1.043798287	1.044404693	1.044201428	1.044681887	1.044832344	1.044723062	1.04450754	1.04483054	1.045126278
3	2.560809617	1.077410339	1.078119986	1.078222153	1.078547291	1.078633816	1.07870248	1.078768163	1.078770496	1.079646082
4	3.503507537	1.100205449	1.100789218	1.101109889	1.101712252	1.101984335	1.102099377	1.10237903	1.102606414	1.103412907
5	4.793236085	1.114766999	1.115777685	1.116127434	1.117088015	1.117537887	1.117735212	1.118446837	1.118607987	1.11991443
6	6.557745895	1.123772621	1.124916764	1.125518706	1.126626803	1.127422168	1.127861844	1.128670734	1.12902795	1.13091584
7	8.971815795	1.128106389	1.130025164	1.130535516	1.132100422	1.133381972	1.13442131	1.135073907	1.135964489	1.138311127
8	12.27456506	1.129411023	1.131401649	1.132552288	1.134228393	1.136425134	1.138695847	1.139498203	1.141020947	1.143472291
9	16.79313875	1.127451172	1.130288763	1.133118865	1.134441986	1.137858149	1.14091979	1.142250296	1.144286301	1.147841955
10	22.97511217	1.122898502	1.126728252	1.130844014	1.133565936	1.137853517	1.141121463	1.144229805	1.14707624	1.151906446
11	31.43282426	1.11594034	1.121037798	1.126472754	1.131228334	1.136956464	1.141210902	1.145821992	1.149833369	1.155996506
12	43.00403122	1.106225428	1.112513211	1.120970032	1.12638286	1.134695874	1.140840605	1.146938179	1.153221208	1.161630977
13	58.8348882	1.09258978	1.10115234	1.111848226	1.120352234	1.130850167	1.140360281	1.148705402	1.157352474	1.168159443
14	80.49347866	1.07300557	1.085043983	1.099670421	1.111816612	1.125474918	1.137996775	1.151119351	1.163225403	1.176682832
15	110.1251367	1.046717089	1.063632287	1.082506255	1.099516526	1.118141866	1.135132738	1.153760905	1.170774712	1.18871878
16	150.6649475	1.011269968	1.035086621	1.059329327	1.083514411	1.108457022	1.132377065	1.156544501	1.180876324	1.205353918
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.05506	-0.000874378				
					0.05507	-0.025532596				
					0.05508	-0.000571708				
					0.05509	-0.000394726				
					0.0551	-0.000238897				
					0.05511	-6.79745E-05				
					0.05512	6.86633E-05				
					0.05513	0.000249178				
					0.05514	0.000410341				
										
BCC-345										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.04926	0.04927	0.04928	0.04929	0.0493	0.04931	0.04932	0.04933	0.04934
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.016652668	1.016462007	1.016584507	1.016271688	1.016714394	1.016743138	1.01667604	1.016891079	1.016933185
2	1.871765887	1.061068948	1.060736707	1.061020699	1.060738791	1.061186164	1.061181036	1.061292703	1.061547627	1.061755572
3	2.560809617	1.09756647	1.09706425	1.097338657	1.097632608	1.098094224	1.098082069	1.098280521	1.09872099	1.098833393
4	3.503507537	1.121016196	1.120718079	1.120891672	1.121623086	1.121960218	1.122146401	1.122521723	1.123073493	1.123583888
5	4.793236085	1.135569742	1.135488727	1.135741331	1.137146811	1.137431618	1.137915156	1.138758112	1.139647545	1.14029036
6	6.557745895	1.144379054	1.144706332	1.144555788	1.146767138	1.147186156	1.147793696	1.149022853	1.150466087	1.151177931
7	8.971815795	1.148273777	1.148767352	1.149295681	1.152378887	1.152754541	1.153694524	1.155821682	1.157342044	1.158702772
8	12.27456506	1.149012864	1.149770627	1.151524912	1.154475657	1.155780721	1.157464758	1.160321077	1.162127041	1.164239715
9	16.79313875	1.147260887	1.148399212	1.151095983	1.154931947	1.157054943	1.159560709	1.162812539	1.16576208	1.168657073
10	22.97511217	1.142618301	1.144993027	1.148593929	1.153407283	1.157296784	1.160267691	1.165243676	1.169292574	1.172692304
11	31.43282426	1.135046095	1.139279105	1.144330558	1.150689768	1.155554165	1.161304332	1.166764876	1.172780248	1.177945886
12	43.00403122	1.124545151	1.131001756	1.137732181	1.146100884	1.153776822	1.161150471	1.168644241	1.177049798	1.183964611
13	58.8348882	1.109011361	1.118990995	1.128967684	1.140359595	1.150507807	1.160853608	1.171587659	1.182833187	1.192651067
14	80.49347866	1.088328073	1.102656942	1.116420152	1.131824269	1.146049603	1.160104858	1.17461283	1.189977147	1.204806127
15	110.1251367	1.060407988	1.079610876	1.098747622	1.120368902	1.140054162	1.159553938	1.179080976	1.199937118	1.220995094
16	150.6649475	1.022435663	1.049323662	1.075520727	1.104348877	1.131613128	1.158644711	1.184809212	1.213361203	1.242177194
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04926	-0.000936668				
					0.04927	-0.025883783				
					0.04928	-0.00057294				
					0.04929	-0.000395168				
					0.0493	-0.000208216				
					0.04931	-2.2428E-05				
					0.04932	0.000141299				
					0.04933	0.000331133				
					0.04934	0.000522501				
										
BCC-1235										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.07161	0.07162	0.07163	0.07164	0.07165	0.07166	0.07167	0.07168	0.07169
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.048781898	1.048911096	1.048855011	1.048966998	1.049069745	1.049011166	1.049010832	1.049170162	1.049166113
2	1.871765887	1.08743527	1.087534337	1.087602963	1.087619554	1.087681644	1.087823496	1.087877908	1.087913225	1.08801255
3	2.560809617	1.117228493	1.117301316	1.117597971	1.117732295	1.11783248	1.118239819	1.118227897	1.118434409	1.118338349
4	3.503507537	1.138384123	1.138502975	1.138896494	1.139190148	1.139468844	1.139551999	1.140208144	1.140074582	1.140363074
5	4.793236085	1.152090379	1.152538794	1.153131475	1.153371291	1.153865482	1.15423131	1.155153124	1.154753892	1.155393279
6	6.557745895	1.160611015	1.161248163	1.162012898	1.162589264	1.163328298	1.163604647	1.164952984	1.164774949	1.16556188
7	8.971815795	1.165250046	1.166287821	1.167518941	1.168360379	1.169496605	1.170194715	1.171500236	1.171741079	1.172852893
8	12.27456506	1.16726202	1.168668823	1.170520885	1.171715966	1.173208039	1.17442973	1.176227008	1.176710147	1.178402329
9	16.79313875	1.167129683	1.169692503	1.171756511	1.173232836	1.17600993	1.17745222	1.179605784	1.180751556	1.18319473
10	22.97511217	1.165898482	1.169239052	1.172029388	1.173995164	1.17770758	1.17973656	1.182920851	1.184969826	1.188001636
11	31.43282426	1.162977738	1.16737218	1.171089302	1.174321821	1.179468108	1.18237276	1.186469979	1.189771885	1.194222786
12	43.00403122	1.158206128	1.163865767	1.169693092	1.174445081	1.180911301	1.185641176	1.191112447	1.195707491	1.201821164
13	58.8348882	1.152160778	1.159747238	1.167387488	1.174342351	1.182753907	1.189720979	1.196921526	1.203677703	1.211976756
14	80.49347866	1.143470945	1.153993038	1.164248703	1.173893399	1.185265046	1.194949495	1.20474422	1.214474289	1.225988123
15	110.1251367	1.1314809	1.146159542	1.159961093	1.173710162	1.188573913	1.201860564	1.215824294	1.229688506	1.245009614
16	150.6649475	1.11490568	1.134864565	1.153447932	1.173135445	1.193215217	1.211588093	1.230767013	1.2498273	1.270061182
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.07161	-0.000408863				
					0.07162	-0.02799383				
					0.07163	-0.000160661				
					0.07164	-1.41766E-05				
					0.07165	0.000114488				
					0.07166	0.00023995				
					0.07167	0.000368594				
					0.07168	0.000496766				
					0.07169	0.00061795				
										
BCC-1245										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.05205	0.05206	0.05207	0.05208	0.05209	0.0521	0.05211	0.05212	0.05213
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.042701424	1.042587108	1.042535921	1.042545126	1.042980172	1.042831702	1.042916622	1.04271668	1.042863337
2	1.871765887	1.089956749	1.090144404	1.089995363	1.090197922	1.090603706	1.09066426	1.090665635	1.090545144	1.090702017
3	2.560809617	1.123165666	1.123678246	1.123751341	1.123955001	1.124693193	1.124702983	1.124564693	1.124673571	1.125052749
4	3.503507537	1.145717763	1.14645273	1.146831601	1.146877275	1.147856577	1.148269578	1.147989574	1.14871958	1.149322408
5	4.793236085	1.160558878	1.161184311	1.161967281	1.161852991	1.163052185	1.164078497	1.163972564	1.165085062	1.165479199
6	6.557745895	1.169032202	1.170388436	1.171251013	1.17161113	1.172798474	1.174647132	1.174524891	1.176104543	1.176853413
7	8.971815795	1.173819705	1.175540653	1.177289764	1.177811517	1.179633554	1.181516395	1.181838264	1.183935517	1.185272288
8	12.27456506	1.175918943	1.177768435	1.180309839	1.181606102	1.183793203	1.186657028	1.187291069	1.189890417	1.191751983
9	16.79313875	1.176025516	1.178845055	1.181812124	1.184400723	1.187065591	1.190725907	1.192151884	1.19601859	1.198484145
10	22.97511217	1.17507785	1.178937572	1.183088588	1.186770467	1.189983558	1.194402223	1.197121971	1.202161324	1.206300428
11	31.43282426	1.171572979	1.177356366	1.183428204	1.188719759	1.193409585	1.1998093	1.203697783	1.209996487	1.216005022
12	43.00403122	1.167464642	1.174831399	1.182884956	1.190414326	1.197265544	1.206295238	1.212357834	1.220336219	1.228676856
13	58.8348882	1.161610122	1.172016979	1.182488225	1.193644472	1.20269112	1.214519559	1.223608363	1.234814377	1.245882674
14	80.49347866	1.153358582	1.167894106	1.181918109	1.196371733	1.209749689	1.225733768	1.237966766	1.2534448	1.268656786
15	110.1251367	1.141934507	1.161521436	1.181107276	1.201252721	1.219897637	1.240744283	1.258057689	1.278515026	1.299262198
16	150.6649475	1.126353472	1.153009265	1.180307463	1.207421467	1.233628466	1.262002633	1.286315341	1.313969534	1.341969125
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.05205	-0.000384339				
					0.05206	-0.028441407				
					0.05207	-1.97291E-05				
					0.05208	0.000152165				
					0.05209	0.0003387				
					0.0521	0.000524382				
					0.05211	0.000697035				
					0.05212	0.00087456				
					0.05213	0.001053456				
										
BCC-1345										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.04739	0.0474	0.04741	0.04742	0.04743	0.04744	0.04745	0.04746	0.04747
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.048644629	1.048992859	1.048933823	1.048784149	1.048737216	1.048884954	1.049049488	1.049027036	1.049064802
2	1.871765887	1.098241658	1.098704302	1.098633925	1.098742661	1.098869178	1.099074597	1.099099749	1.099476005	1.099243766
3	2.560809617	1.132404358	1.133058057	1.132810716	1.13307686	1.133304969	1.13400009	1.133897577	1.134326407	1.134153514
4	3.503507537	1.154699252	1.155014662	1.155249977	1.155738669	1.156047861	1.157098744	1.157102442	1.157552472	1.157665962
5	4.793236085	1.168237563	1.168731774	1.169362108	1.169544054	1.17094875	1.171479464	1.172168698	1.172705363	1.173132301
6	6.557745895	1.175658762	1.176852031	1.177446778	1.177929731	1.179880312	1.180104189	1.181688112	1.182613833	1.183164825
7	8.971815795	1.178506786	1.180773543	1.18114509	1.182458082	1.184944464	1.1855105	1.187403954	1.188918334	1.189995568
8	12.27456506	1.178366049	1.181475357	1.182310289	1.184216902	1.187428491	1.188741602	1.191318843	1.193540576	1.195112358
9	16.79313875	1.175401691	1.179305154	1.181424706	1.184518721	1.188399791	1.190065562	1.194063011	1.196690445	1.199877501
10	22.97511217	1.170360498	1.175615062	1.178519146	1.183003283	1.187798847	1.190879966	1.196033942	1.199531236	1.204434744
11	31.43282426	1.162413231	1.169564443	1.174179293	1.179634632	1.186335351	1.191758559	1.198562266	1.203100773	1.209816828
12	43.00403122	1.151943059	1.16078634	1.167496144	1.175527683	1.184119249	1.192366346	1.201499936	1.207333773	1.217124671
13	58.8348882	1.136393618	1.148976501	1.158349268	1.169107775	1.181368928	1.193044045	1.204940642	1.213463109	1.226248603
14	80.49347866	1.115927468	1.131719276	1.145822652	1.160782839	1.177865749	1.193042221	1.208948259	1.221901075	1.239610152
15	110.1251367	1.086803398	1.108213297	1.128285822	1.14934406	1.17133424	1.192954805	1.214690722	1.233598248	1.256871276
16	150.6649475	1.04817182	1.077429751	1.103956972	1.133793338	1.163954051	1.192945112	1.223122623	1.249993528	1.28167471
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04739	-0.000952929				
					0.0474	-0.026577079				
					0.04741	-0.000600122				
					0.04742	-0.000383591				
					0.04743	-0.000182048				
					0.04744	-2.39103E-07				
					0.04745	0.000207991				
					0.04746	0.000404424				
					0.04747	0.000611829				
										
BCC-2345										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.04754	0.04755	0.04756	0.04757	0.04758	0.04759	0.0476	0.04761	0.04762
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.04025234	1.040275751	1.040376209	1.040265378	1.040614742	1.040581887	1.040520474	1.040552536	1.040759721
2	1.871765887	1.089769338	1.089888874	1.090010437	1.08977106	1.090400992	1.090392996	1.090411103	1.090323897	1.090778116
3	2.560809617	1.125138852	1.125028096	1.125320966	1.125296601	1.126283352	1.126122306	1.126384748	1.126176162	1.126665669
4	3.503507537	1.147671447	1.147585431	1.148147623	1.148576166	1.149550397	1.149375373	1.150216681	1.149893395	1.150809004
5	4.793236085	1.161735998	1.161954327	1.162686601	1.163087865	1.16447561	1.164615585	1.165668451	1.165668479	1.16715948
6	6.557745895	1.169749377	1.170541914	1.171262105	1.171990305	1.173863766	1.174487102	1.175491948	1.176210902	1.178043481
7	8.971815795	1.173539176	1.175047768	1.176235175	1.177282314	1.17969491	1.180649213	1.182569399	1.183558594	1.185423946
8	12.27456506	1.174658514	1.17670425	1.178859351	1.180245688	1.183247392	1.185050533	1.187214587	1.189089026	1.191845015
9	16.79313875	1.173662968	1.176511883	1.179039459	1.181431421	1.185645711	1.188371003	1.191558706	1.19359895	1.197748985
10	22.97511217	1.170315255	1.174509292	1.178253494	1.18157542	1.187407608	1.191118429	1.19573438	1.198503082	1.203973693
11	31.43282426	1.165432358	1.171127089	1.176290565	1.18105142	1.188888547	1.194331117	1.200369544	1.204476703	1.211442145
12	43.00403122	1.158041476	1.166055577	1.17341474	1.179290118	1.190021194	1.198454476	1.206556323	1.21173018	1.222544343
13	58.8348882	1.147340364	1.158334874	1.168558108	1.178089637	1.191778073	1.203164211	1.214557868	1.22306508	1.236690173
14	80.49347866	1.133066238	1.14833163	1.162175352	1.175363883	1.194114272	1.210083755	1.225180709	1.238179647	1.256060402
15	110.1251367	1.112805378	1.134317334	1.152996858	1.172805696	1.196711856	1.218399502	1.239994131	1.25856239	1.281959847
16	150.6649475	1.086098423	1.114754069	1.14086908	1.169736959	1.201412215	1.230983221	1.259930635	1.286801931	1.317453263
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04754	-0.000658783				
					0.04755	-0.027497762				
					0.04756	-0.000299157				
					0.04757	-7.56969E-05				
					0.04758	0.000115944				
					0.04759	0.000310404				
					0.0476	0.000491776				
					0.04761	0.000696588				
					0.04762	0.00087552				
										
BCC-12345										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.04614	0.04615	0.04616	0.04617	0.04618	0.04619	0.0462	0.04621	0.04622
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.066159283	1.066214656	1.066540117	1.066569461	1.066440579	1.066701147	1.066336096	1.066652771	1.066634651
2	1.871765887	1.114962093	1.114746359	1.115163915	1.115371847	1.115348529	1.115754022	1.115409533	1.115570553	1.115663006
3	2.560809617	1.148026379	1.148276039	1.148566903	1.149141776	1.14920912	1.149577774	1.149527069	1.149564401	1.149774559
4	3.503507537	1.169411719	1.169984418	1.170440266	1.171348353	1.171568434	1.172017552	1.172250242	1.172299678	1.172854094
5	4.793236085	1.181846513	1.183383856	1.183976498	1.185267916	1.18546494	1.186557841	1.186821012	1.186909425	1.18796426
6	6.557745895	1.188853149	1.191040219	1.192451611	1.193676952	1.194025864	1.195214939	1.19563506	1.19642369	1.1980057
7	8.971815795	1.191834403	1.195311526	1.196477531	1.198436037	1.199323604	1.200350539	1.201957565	1.203133359	1.204781042
8	12.27456506	1.192111273	1.19676216	1.198360801	1.200900156	1.201797317	1.204137354	1.20579215	1.20854552	1.210374639
9	16.79313875	1.190106582	1.19585883	1.198341228	1.201619229	1.203648013	1.206975409	1.209575801	1.21285224	1.215683319
10	22.97511217	1.186884596	1.193273054	1.197329979	1.201243893	1.204467916	1.209351156	1.212840159	1.217911336	1.221819237
11	31.43282426	1.181060298	1.189288634	1.194778016	1.200918337	1.20561403	1.212106939	1.217486755	1.224436496	1.229939412
12	43.00403122	1.173273776	1.182779104	1.191184195	1.198987037	1.206004185	1.215645007	1.223423982	1.232224531	1.240257669
13	58.8348882	1.160637559	1.17443432	1.187010008	1.197198866	1.207498088	1.220463673	1.231575779	1.243388089	1.253943682
14	80.49347866	1.144499161	1.162037293	1.179586145	1.194994486	1.209487647	1.226203629	1.241690462	1.257429172	1.27329434
15	110.1251367	1.123030439	1.145401155	1.169549976	1.190351169	1.211622889	1.234618174	1.256205901	1.277568174	1.299501244
16	150.6649475	1.092882851	1.12444385	1.155471679	1.18506506	1.214545613	1.246039372	1.275764381	1.304891485	1.335723287
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04614	-0.000743654				
					0.04615	-0.027736781				
					0.04616	-0.000347271				
					0.04617	-0.000130393				
					0.04618	7.20952E-05				
					0.04619	0.000281728				
					0.0462	0.000482451				
					0.04621	0.000673987				
					0.04622	0.000893493				
