FCC-1										
	s^σ	s^(τ-2)*(P≥s)								
7	8.971815795	1.175306408	1.177166048	1.178150929	1.179025537	1.180687235	1.182239001	1.183646964	1.184537595	1.185635683
8	12.27456506	1.175986067	1.178488797	1.179975739	1.181308982	1.18335972	1.185681585	1.187634471	1.18928839	1.190719149
9	16.79313875	1.174143602	1.177245849	1.179872732	1.182034645	1.184643247	1.187687327	1.19055742	1.193322881	1.195468832
10	22.97511217	1.169734688	1.174379779	1.178147296	1.181297568	1.18496644	1.188838678	1.193190779	1.197032038	1.200198937
11	31.43282426	1.163010949	1.169251506	1.174547777	1.179373169	1.184423949	1.189976062	1.195956434	1.201329178	1.205957178
12	43.00403122	1.153585293	1.162123727	1.169541702	1.176166864	1.183445508	1.19111327	1.199026192	1.206728877	1.213486175
13	58.8348882	1.140470895	1.152458902	1.162665669	1.171327822	1.18140852	1.192222018	1.2031513	1.213382928	1.223942986
14	80.49347866	1.122590351	1.138399166	1.152026154	1.164839821	1.178669012	1.193730069	1.208774969	1.222586869	1.237126076
15	110.1251367	1.097962606	1.118925421	1.138141386	1.156040933	1.175217035	1.195646956	1.216430763	1.235752604	1.255270322
16	150.6649475	1.064516664	1.092979877	1.11927662	1.144210824	1.171105413	1.198446229	1.226627194	1.253527422	1.280503362
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.05128	-0.000825015				
					0.05129	-0.026960656				
					0.0513	-0.000465339				
					0.05131	-0.000291815				
					0.05132	-0.000101422				
					0.05133	6.905E-05				
					0.05134	0.000251516				
					0.05135	0.000438453				
					0.05136	0.000622426				
										
FCC-234										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.05171	0.05172	0.05173	0.05174	0.05175	0.05176	0.05177	0.05178	0.05179
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.017436951	1.017451479	1.017503504	1.017494172	1.017539272	1.017815144	1.017619189	1.017677873	1.0177289
2	1.871765887	1.060126017	1.060413602	1.060563695	1.060575947	1.060684836	1.060926339	1.0608037	1.060982481	1.061186042
3	2.560809617	1.096544066	1.096654105	1.097076195	1.097273081	1.097205621	1.097649976	1.097716598	1.098001294	1.098234894
4	3.503507537	1.120529569	1.120517184	1.121053771	1.121328152	1.121691075	1.122047614	1.122481206	1.122929468	1.123410353
5	4.793236085	1.135726519	1.136057424	1.136954806	1.137257453	1.137756149	1.138303588	1.138865785	1.139533317	1.140392302
6	6.557745895	1.14472811	1.145565136	1.146694897	1.147349149	1.147833433	1.149203198	1.149583629	1.151127653	1.151963461
7	8.971815795	1.149713163	1.150396391	1.15252136	1.153357238	1.154649124	1.156260098	1.156985176	1.158903066	1.160109847
8	12.27456506	1.151606219	1.152594201	1.155313199	1.156950056	1.15876742	1.160987745	1.162145559	1.164675866	1.16680243
9	16.79313875	1.150922934	1.152841054	1.156455253	1.15897142	1.161419542	1.164369549	1.166491477	1.169780849	1.172723064
10	22.97511217	1.148452497	1.15144049	1.156063573	1.159936999	1.16284629	1.167392181	1.17075063	1.175117936	1.17913883
11	31.43282426	1.144047478	1.148710228	1.154855585	1.159956442	1.164761043	1.170462746	1.175239608	1.180787034	1.187051566
12	43.00403122	1.137450962	1.144026833	1.152109848	1.159481824	1.166333109	1.174064008	1.180585596	1.188282521	1.197063005
13	58.8348882	1.128298399	1.13801819	1.148609619	1.158245864	1.168138078	1.178926157	1.188902517	1.199084237	1.210374045
14	80.49347866	1.116050356	1.128280959	1.143440646	1.156718656	1.170113051	1.185584914	1.199308212	1.212751342	1.227959062
15	110.1251367	1.09853126	1.115759868	1.135975914	1.154748812	1.173295131	1.194155559	1.212978375	1.231481208	1.251856504
16	150.6649475	1.074609752	1.099486614	1.126721596	1.152431283	1.178358804	1.205669727	1.231870987	1.257836973	1.284764979
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.05171	-0.000590074				
					0.05172	-0.027121158				
					0.05173	-0.000228277				
					0.05174	-5.71667E-05				
					0.05175	0.000124906				
					0.05176	0.000284021				
					0.05177	0.000466026				
					0.05178	0.000650121				
					0.05179	0.000811757				
										
FCC-1234										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.04874	0.04875	0.04876	0.04877	0.04878	0.04879	0.0488	0.04881	0.04882
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.063158873	1.063204779	1.063143329	1.063647997	1.063447843	1.063389061	1.063542331	1.063437429	1.063459922
2	1.871765887	1.110621892	1.110812004	1.110861705	1.111426429	1.111359629	1.111363819	1.11180476	1.111225788	1.111637905
3	2.560809617	1.143534437	1.144217064	1.144194627	1.144948654	1.145224484	1.145314251	1.146108155	1.145480703	1.145950552
4	3.503507537	1.165268911	1.166117393	1.166325176	1.167131304	1.167636236	1.168132586	1.168784834	1.168739897	1.168951863
5	4.793236085	1.178518553	1.179814769	1.179930764	1.181393336	1.182304419	1.182961102	1.183621878	1.184061391	1.184204856
6	6.557745895	1.186174763	1.187706511	1.188173246	1.189701762	1.19095553	1.192061514	1.193121449	1.194165214	1.194127453
7	8.971815795	1.189880522	1.191756777	1.192081971	1.194579848	1.196383651	1.198116076	1.199846639	1.201127754	1.201034236
8	12.27456506	1.190430314	1.193254881	1.194261542	1.197322588	1.199174102	1.201820122	1.20420778	1.205969441	1.206945939
9	16.79313875	1.188935539	1.192704414	1.193978744	1.198765646	1.201063781	1.204578548	1.207769244	1.210493961	1.212293001
10	22.97511217	1.185201689	1.18978611	1.192457859	1.198921326	1.202190316	1.2062459	1.2111196	1.214821171	1.217725827
11	31.43282426	1.17929091	1.185220197	1.189736555	1.198287473	1.203593829	1.20881612	1.214540249	1.220467052	1.224256631
12	43.00403122	1.171312545	1.178910816	1.185840019	1.196205622	1.204213643	1.211724588	1.219787238	1.227858583	1.23367384
13	58.8348882	1.158576407	1.170603148	1.180417971	1.19390578	1.204498497	1.215445361	1.226781888	1.237625144	1.246270723
14	80.49347866	1.142406883	1.158708285	1.17380728	1.189882261	1.204804772	1.220144007	1.236334229	1.251163959	1.263668893
15	110.1251367	1.120690287	1.142885084	1.164167508	1.185991839	1.205549944	1.226201768	1.248310282	1.270261144	1.28706497
16	150.6649475	1.092751773	1.120874033	1.149696991	1.179517801	1.206874289	1.235196637	1.265114694	1.295205275	1.319973229
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04874	-0.000689162				
					0.04875	-0.027648724				
					0.04876	-0.000356946				
					0.04877	-0.000159696				
					0.04878	3.26678E-05				
					0.04879	0.000221877				
					0.0488	0.000414516				
					0.04881	0.0006153				
					0.04882	0.000811752				
										
FCC-5										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.06371	0.06372	0.06373	0.06374	0.06375	0.06376	0.06377	0.06378	0.06379
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	0.905242873	0.90520411	0.905431184	0.905270036	0.905428135	0.905532514	0.905358074	0.905735515	0.905569858
2	1.871765887	0.880957749	0.881141243	0.88116485	0.88125924	0.881449111	0.88130399	0.881495473	0.881770207	0.881809668
3	2.560809617	0.882664427	0.883055485	0.882897314	0.883368277	0.883435567	0.883553174	0.884022049	0.8841013	0.884009924
4	3.503507537	0.894042637	0.894268369	0.894485053	0.894978584	0.895154891	0.895405685	0.896251842	0.895915193	0.895866819
5	4.793236085	0.906250956	0.906748003	0.907030534	0.907673192	0.907930113	0.908352846	0.909314587	0.908918817	0.909004725
6	6.557745895	0.915580505	0.916241707	0.916647357	0.91737687	0.917895048	0.918781328	0.91988589	0.919915114	0.919721372
7	8.971815795	0.921867241	0.922629465	0.923566468	0.924282671	0.925191252	0.926097918	0.927677581	0.928000487	0.928340777
8	12.27456506	0.92529973	0.926559013	0.927651256	0.928989616	0.93003623	0.931350195	0.933300637	0.934145076	0.934829832
9	16.79313875	0.926315787	0.928278664	0.929395039	0.931335955	0.93342996	0.934905673	0.937652601	0.939028203	0.940043398
10	22.97511217	0.9251969	0.927663358	0.92969838	0.932131911	0.935095935	0.937035385	0.941082847	0.943204504	0.944788992
11	31.43282426	0.921900789	0.925142444	0.928224995	0.931711293	0.936266357	0.938907928	0.943781258	0.946635128	0.949259712
12	43.00403122	0.916104608	0.920498781	0.925540307	0.930028016	0.935974142	0.940268667	0.94618202	0.95048016	0.954288157
13	58.8348882	0.907487907	0.913545998	0.920499955	0.927509177	0.935169091	0.941234583	0.948820843	0.95548436	0.961097263
14	80.49347866	0.895000352	0.904096405	0.913664039	0.923484609	0.93342932	0.941839888	0.952692679	0.961098258	0.969215396
15	110.1251367	0.8783182	0.890198412	0.903841167	0.917688449	0.930430777	0.942317704	0.956663738	0.968827277	0.980756335
16	150.6649475	0.855232312	0.871931809	0.890330793	0.908656563	0.926895615	0.943516694	0.962366947	0.979217521	0.996417942
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.06371	-0.000569462				
					0.06372	-0.021508038				
					0.06373	-0.000333262				
					0.06374	-0.000222791				
					0.06375	-8.72022E-05				
					0.06376	2.95756E-05				
					0.06377	0.000140682				
					0.06378	0.000256297				
					0.06379	0.000386327				
										
FCC-15										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.05351	0.05352	0.05353	0.05354	0.05355	0.05356	0.05357	0.05358	0.05359
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	0.982650887	0.982705062	0.982678925	0.982739334	0.982670248	0.982822752	0.982890686	0.982999226	0.98299535
2	1.871765887	1.001591257	1.00169355	1.001935834	1.001904592	1.00203536	1.002114889	1.00226945	1.002564151	1.002808474
3	2.560809617	1.025412323	1.025417317	1.025700319	1.025881182	1.026060347	1.026106933	1.026392726	1.026909253	1.027410407
4	3.503507537	1.046023165	1.0460249	1.04620464	1.046675972	1.046829888	1.046840673	1.047774432	1.048165323	1.048897532
5	4.793236085	1.060613246	1.060639285	1.061239848	1.061849242	1.062004523	1.062460292	1.063679882	1.06418879	1.064999812
6	6.557745895	1.069915315	1.070172095	1.071147265	1.072068239	1.072567353	1.073549677	1.074681072	1.075348506	1.076849207
7	8.971815795	1.075214242	1.075883622	1.077219687	1.078549965	1.079311711	1.080720078	1.082090614	1.08331169	1.084972123
8	12.27456506	1.077311669	1.078499492	1.080266216	1.082209507	1.083325525	1.084954828	1.087172807	1.088560685	1.091307361
9	16.79313875	1.076494601	1.078320123	1.081012515	1.083544507	1.085441367	1.087830624	1.090503508	1.093147905	1.096396911
10	22.97511217	1.07271755	1.076126385	1.07970169	1.083011123	1.086256542	1.089567848	1.09261756	1.096794051	1.101179463
11	31.43282426	1.06668804	1.071587103	1.076804191	1.081296529	1.08569463	1.090390327	1.094779088	1.100094964	1.105934988
12	43.00403122	1.057789529	1.064567651	1.071013876	1.077900132	1.084142652	1.090690623	1.097239433	1.104188181	1.112277727
13	58.8348882	1.045069438	1.0544635	1.063466524	1.072695193	1.081911341	1.090510229	1.099564094	1.109272951	1.11971134
14	80.49347866	1.027585847	1.039802408	1.05284451	1.065015735	1.077951017	1.090169512	1.102500356	1.115550951	1.129591869
15	110.1251367	1.003082953	1.020195756	1.038144568	1.054789036	1.072177024	1.089626598	1.107062565	1.124604593	1.143374106
16	150.6649475	0.969738452	0.993400187	1.018016208	1.041218006	1.064828671	1.08896776	1.113218577	1.136574839	1.162017001
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.05351	-0.000822513				
					0.05352	-0.024504312				
					0.05353	-0.000496508				
					0.05354	-0.000334758				
					0.05355	-0.000181263				
					0.05356	-1.62516E-05				
					0.05357	0.000151851				
					0.05358	0.000295271				
					0.05359	0.000459866				
										
FCC-25										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.05738	0.05739	0.0574	0.05741	0.05742	0.05743	0.05744	0.05745	0.05746
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	0.94640664	0.946543653	0.946496797	0.946596433	0.946577529	0.946733466	0.946734007	0.946855422	0.946822155
2	1.871765887	0.943055896	0.943207342	0.943237111	0.943396524	0.943583602	0.94363713	0.943790371	0.943796878	0.943776421
3	2.560809617	0.952525508	0.952927209	0.952890094	0.953114525	0.953568511	0.953462725	0.953846867	0.954175463	0.953995774
4	3.503507537	0.967241509	0.967696784	0.967805429	0.968106849	0.968588147	0.968630645	0.969201755	0.969702532	0.969517952
5	4.793236085	0.980276589	0.980874737	0.981083584	0.981446568	0.982029663	0.982308904	0.983015815	0.983767263	0.983685572
6	6.557745895	0.989368441	0.990318414	0.990575757	0.991215665	0.991935525	0.992627105	0.993632108	0.994607259	0.994669107
7	8.971815795	0.99457588	0.996221453	0.996794291	0.997597258	0.998799693	0.99979588	1.001041331	1.002570008	1.002678569
8	12.27456506	0.996939095	0.999241361	1.000334019	1.001279121	1.003174362	1.004436844	1.006013705	1.008260034	1.008831309
9	16.79313875	0.996597061	0.9997297	1.001344102	1.002906458	1.005511765	1.007329188	1.009429331	1.012209252	1.0137325
10	22.97511217	0.993657762	0.997873491	1.000642124	1.002863408	1.006357207	1.009131013	1.011905215	1.015620728	1.018007727
11	31.43282426	0.988374801	0.993902134	0.997866416	1.001107348	1.006060446	1.009458045	1.013913949	1.018817458	1.0222129
12	43.00403122	0.980410844	0.987817342	0.993117001	0.997908302	1.004175103	1.009186523	1.015876663	1.022260845	1.027255581
13	58.8348882	0.968479522	0.978462013	0.985838971	0.992943062	1.00133853	1.008546587	1.017897692	1.025586379	1.03331665
14	80.49347866	0.951797632	0.964783472	0.97565373	0.985772719	0.997067071	1.00768796	1.019393172	1.030092437	1.040915854
15	110.1251367	0.929257335	0.946001362	0.961205661	0.975391515	0.990873379	1.006008137	1.021707098	1.036837449	1.051557111
16	150.6649475	0.898184613	0.920566049	0.941443341	0.961221543	0.982634849	1.003333672	1.024547817	1.0456567	1.066106327
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.05738	-0.000766474				
					0.05739	-0.022707705				
					0.0574	-0.000487479				
					0.05741	-0.000349532				
					0.05742	-0.000203221				
					0.05743	-6.59713E-05				
					0.05744	7.00724E-05				
					0.05745	0.000217545				
					0.05746	0.000358887				
										
FCC-35										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.04178	0.04179	0.0418	0.04181	0.04182	0.04183	0.04184	0.04185	0.04186
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	0.993042006	0.993086011	0.99313216	0.993335456	0.993525109	0.993407607	0.993334139	0.993620938	0.993571914
2	1.871765887	1.02750533	1.027315631	1.027755042	1.027822818	1.027965569	1.027960622	1.028119681	1.028532092	1.028515362
3	2.560809617	1.062250692	1.062161736	1.06264748	1.062986864	1.063032135	1.063239632	1.063673551	1.064239956	1.064243616
4	3.503507537	1.086399979	1.086559947	1.087103827	1.087709477	1.087825148	1.088124622	1.08881219	1.089717683	1.089660213
5	4.793236085	1.10178507	1.102188158	1.103096055	1.103906047	1.104225074	1.105384346	1.105973419	1.106981591	1.107242889
6	6.557745895	1.110894322	1.111715679	1.113710921	1.114424957	1.114954181	1.116347214	1.116995925	1.118447303	1.119758955
7	8.971815795	1.116086033	1.116817876	1.119656269	1.120734677	1.121694864	1.123520352	1.124344863	1.126659264	1.128187304
8	12.27456506	1.117119694	1.118776468	1.121840476	1.123981861	1.1255661	1.127905755	1.12923243	1.132423401	1.134960505
9	16.79313875	1.115071964	1.118020948	1.122315313	1.124974856	1.127630314	1.13072043	1.132924914	1.137088452	1.140719998
10	22.97511217	1.110295618	1.11451892	1.120310518	1.124270915	1.127854374	1.133017527	1.135974321	1.141445907	1.146732303
11	31.43282426	1.102748757	1.109125562	1.116807154	1.122839811	1.127593788	1.134764611	1.139721527	1.146684791	1.153557636
12	43.00403122	1.092021063	1.100634664	1.110684796	1.11946757	1.126502632	1.136218114	1.143534786	1.153274733	1.162041223
13	58.8348882	1.077147011	1.088978889	1.101802996	1.114609876	1.125036902	1.137368934	1.147500888	1.161739613	1.173679472
14	80.49347866	1.056260172	1.072879669	1.089440771	1.106465632	1.122283112	1.139333136	1.153968204	1.172866286	1.189092108
15	110.1251367	1.028203274	1.050197827	1.073314241	1.096044197	1.118852215	1.141666517	1.163132115	1.187520382	1.210397342
16	150.6649475	0.990002641	1.019883975	1.051178513	1.082616056	1.11363745	1.145304952	1.175457594	1.208504752	1.240021041
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04178	-0.000942299				
					0.04179	-0.025157591				
					0.0418	-0.000546024				
					0.04181	-0.000331233				
					0.04182	-0.000128633				
					0.04183	8.97497E-05				
					0.04184	0.000304034				
					0.04185	0.000517624				
					0.04186	0.000730731				
										
FCC-45										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.04848	0.04849	0.0485	0.04851	0.04852	0.04853	0.04854	0.04855	0.04856
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	0.949385167	0.949307695	0.949516577	0.949732328	0.949661394	0.949892377	0.949918374	0.950272974	0.950155953
2	1.871765887	0.951057142	0.951044434	0.951294651	0.951266467	0.951545199	0.951923686	0.951822421	0.952218894	0.952130336
3	2.560809617	0.97175589	0.971837181	0.971986921	0.972012106	0.972565232	0.972951309	0.973285294	0.97350262	0.973459345
4	3.503507537	0.992842376	0.993472942	0.99355151	0.993598088	0.994375276	0.994857686	0.995058906	0.995685159	0.995593143
5	4.793236085	1.008144078	1.009257933	1.009396289	1.009668909	1.010861457	1.011334634	1.011649524	1.012694513	1.012716693
6	6.557745895	1.018194749	1.019981389	1.0203562	1.020776116	1.022122982	1.023093039	1.023467562	1.024792846	1.025231241
7	8.971815795	1.024064971	1.02613642	1.027534326	1.027926151	1.029860837	1.031264632	1.031975233	1.033571261	1.03444708
8	12.27456506	1.027168584	1.029354624	1.031040791	1.032963554	1.035133329	1.03701581	1.037755134	1.040537553	1.041795608
9	16.79313875	1.027452645	1.030603884	1.033075033	1.035432474	1.038300294	1.041059702	1.042283198	1.046056595	1.04823418
10	22.97511217	1.025695278	1.029474101	1.033020522	1.036552273	1.040453368	1.044040678	1.046520801	1.051463549	1.054513129
11	31.43282426	1.021449238	1.026749302	1.03126665	1.036910598	1.041628775	1.04699653	1.050854345	1.056976759	1.061584331
12	43.00403122	1.014627569	1.021729547	1.028231293	1.036003946	1.042766638	1.050102326	1.055783181	1.063915118	1.070570681
13	58.8348882	1.004627165	1.014535647	1.024021694	1.033879546	1.043520682	1.054025923	1.061925374	1.07253998	1.081745015
14	80.49347866	0.99062984	1.004416249	1.017151175	1.031145824	1.044603238	1.058613837	1.070076239	1.084957615	1.097131965
15	110.1251367	0.971503052	0.990101967	1.00831011	1.027691524	1.046096631	1.064667451	1.081136572	1.101244055	1.118400661
16	150.6649475	0.94609361	0.971696771	0.996288439	1.022470326	1.047982444	1.074226104	1.097026392	1.124283824	1.147636219
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04848	-0.000626778				
					0.04849	-0.023968952				
					0.0485	-0.00029654				
					0.04851	-0.000128792				
					0.04852	4.65175E-05				
					0.04853	0.000235784				
					0.04854	0.000391956				
					0.04855	0.000568325				
					0.04856	0.000721157				
										
FCC-125										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.05046	0.05047	0.05048	0.05049	0.0505	0.05051	0.05052	0.05053	0.05054
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.010466731	1.010419593	1.01054799	1.010495344	1.010875773	1.010668139	1.010734781	1.010874461	1.010726248
2	1.871765887	1.031640708	1.031716683	1.031972186	1.032147642	1.032564313	1.032535452	1.032453923	1.032909864	1.032660792
3	2.560809617	1.056233105	1.056535379	1.056917956	1.057001772	1.057713879	1.057681789	1.057860777	1.058197594	1.05803941
4	3.503507537	1.076606514	1.077008434	1.077410779	1.078122808	1.078854892	1.078719611	1.079317798	1.07961499	1.079460341
5	4.793236085	1.090786305	1.091358782	1.091972495	1.09315551	1.093840765	1.094050801	1.095021227	1.095361621	1.095152689
6	6.557745895	1.099902816	1.100453087	1.101369109	1.103207508	1.104013633	1.104322869	1.105935582	1.106801885	1.106820924
7	8.971815795	1.104754042	1.10562365	1.107312069	1.109202496	1.110516586	1.111426252	1.113236184	1.114778345	1.115019316
8	12.27456506	1.106188762	1.108066613	1.109629028	1.112528455	1.114667311	1.115773279	1.118035006	1.120212717	1.121113447
9	16.79313875	1.105315239	1.107738474	1.11024036	1.113824952	1.11685196	1.118309488	1.121768712	1.124746791	1.126125504
10	22.97511217	1.1018239	1.104990988	1.108845496	1.113589028	1.117633264	1.12021256	1.124351235	1.12868966	1.131146443
11	31.43282426	1.095472354	1.100410233	1.105849911	1.111637034	1.117775086	1.12161669	1.127047215	1.132490415	1.136593599
12	43.00403122	1.086647057	1.093005054	1.100690209	1.108574481	1.116406068	1.122490131	1.130115682	1.137610123	1.143432124
13	58.8348882	1.073593625	1.082571379	1.093187144	1.103665915	1.114751944	1.123098866	1.133427517	1.143862583	1.152701619
14	80.49347866	1.055495952	1.068155281	1.081959096	1.097161625	1.111272356	1.123524906	1.137740141	1.151463756	1.165117065
15	110.1251367	1.030442585	1.048267841	1.067376721	1.087603823	1.106968678	1.124484883	1.143923727	1.162639148	1.181664927
16	150.6649475	0.996961049	1.020882114	1.047944231	1.074497403	1.101531043	1.125827477	1.152153024	1.178646	1.203558882
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.05046	-0.000825893				
					0.05047	-0.025182212				
					0.05048	-0.000479343				
					0.05049	-0.000323298				
					0.0505	-0.000134131				
					0.05051	3.31179E-05				
					0.05052	0.000202993				
					0.05053	0.000394843				
					0.05054	0.000540061				
										
FCC-135										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.03951	0.03952	0.03953	0.03954	0.03955	0.03956	0.03957	0.03958	0.03959
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.038638162	1.038413732	1.038448468	1.038575949	1.038765675	1.038809701	1.038841774	1.03913364	1.038911795
2	1.871765887	1.084254313	1.084273624	1.084550244	1.084395238	1.084676694	1.08507016	1.085113712	1.08542647	1.085286416
3	2.560809617	1.11746421	1.117666788	1.118164018	1.117682651	1.118426795	1.118723885	1.118970007	1.119566546	1.119516876
4	3.503507537	1.14041656	1.140289541	1.14154099	1.141038065	1.142030064	1.142145954	1.143220273	1.14376143	1.143909936
5	4.793236085	1.155209724	1.15561739	1.156915651	1.156589658	1.15781748	1.158215462	1.159767027	1.160640583	1.160986158
6	6.557745895	1.164085112	1.16464923	1.16675938	1.166617447	1.168165377	1.16931335	1.170736277	1.172477746	1.172911324
7	8.971815795	1.1689654	1.169790573	1.172459585	1.172333688	1.17486207	1.176294885	1.178485153	1.180809799	1.181666074
8	12.27456506	1.170660372	1.171737755	1.175448503	1.176148047	1.178776314	1.181664931	1.184306037	1.187554561	1.189199683
9	16.79313875	1.169873684	1.171487833	1.176451494	1.178300991	1.181642937	1.185792043	1.189340184	1.193740336	1.196731288
10	22.97511217	1.166520695	1.169624932	1.176108624	1.179505957	1.18402167	1.190117326	1.19499792	1.200657855	1.204842521
11	31.43282426	1.160815434	1.166364973	1.17425241	1.180601146	1.186588434	1.194725652	1.201576317	1.208485663	1.215233775
12	43.00403122	1.153234184	1.161516115	1.171448958	1.181324908	1.189076862	1.200015807	1.209734784	1.219879013	1.228715476
13	58.8348882	1.142524612	1.153785808	1.168114215	1.181798677	1.193069825	1.207040537	1.220940976	1.235000416	1.247090621
14	80.49347866	1.127259789	1.143858784	1.163740216	1.181899025	1.197793984	1.217022328	1.235668213	1.254906919	1.271667274
15	110.1251367	1.106002071	1.129631863	1.155797485	1.18147011	1.204313115	1.230324335	1.255696134	1.281523719	1.305360664
16	150.6649475	1.078255786	1.111084017	1.146088267	1.181321736	1.213182768	1.249124528	1.282736945	1.318406274	1.351657501
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.03951	-0.000684421				
					0.03952	-0.027407232				
					0.03953	-0.000239498				
					0.03954	-3.65997E-06				
					0.03955	0.000218789				
					0.03956	0.000463746				
					0.03957	0.000667019				
					0.03958	0.000909786				
					0.03959	0.001142009				
										
FCC-145										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.04366	0.04367	0.04368	0.04369	0.0437	0.04371	0.04372	0.04373	0.04374
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.006210779	1.006362139	1.006382409	1.006427351	1.006576375	1.006472283	1.006621484	1.006774227	1.006635155
2	1.871765887	1.038562195	1.038637767	1.03903475	1.039127476	1.039599313	1.038853305	1.039489344	1.039798084	1.03954347
3	2.560809617	1.068986634	1.069028539	1.069675714	1.069744281	1.070409245	1.069585994	1.070431365	1.070664721	1.070802675
4	3.503507537	1.091285853	1.091245718	1.092537759	1.092436742	1.093222134	1.092645292	1.093512978	1.094053835	1.094392853
5	4.793236085	1.106334032	1.106531463	1.107841669	1.108081264	1.109225068	1.108703271	1.110244402	1.110915826	1.111459528
6	6.557745895	1.115320405	1.115922817	1.117831309	1.118304418	1.119606879	1.119572273	1.121306646	1.122245165	1.12319838
7	8.971815795	1.119955434	1.121402398	1.123389491	1.124688112	1.126289535	1.126556697	1.129102695	1.130297581	1.132098269
8	12.27456506	1.121694768	1.123905354	1.126350388	1.127889988	1.130426292	1.13109869	1.13450192	1.136391592	1.138586099
9	16.79313875	1.120254789	1.123599508	1.127195262	1.129597781	1.132728525	1.13447043	1.138422526	1.141614979	1.144774766
10	22.97511217	1.116402146	1.121431707	1.126073843	1.130483969	1.134228572	1.136706672	1.142293587	1.146353441	1.151307864
11	31.43282426	1.110321322	1.116462863	1.123139471	1.129535333	1.135119043	1.138773054	1.146432722	1.152119475	1.158478519
12	43.00403122	1.100936109	1.109422314	1.118347159	1.127695881	1.134870946	1.141521845	1.151343694	1.159429509	1.167541702
13	58.8348882	1.088456325	1.099559882	1.111960254	1.124087779	1.135282835	1.144367427	1.157314034	1.169340423	1.180600515
14	80.49347866	1.070502144	1.085802031	1.103019462	1.119087622	1.135135898	1.148868036	1.165792011	1.181903117	1.198217497
15	110.1251367	1.046056515	1.066980653	1.090158911	1.111722986	1.134625477	1.154253919	1.177511984	1.199968614	1.222388157
16	150.6649475	1.012291932	1.041518913	1.073041226	1.103429644	1.133069501	1.161502584	1.193150475	1.224026086	1.254234115
										
f(s)=s^(τ-2)*(P≥s)		g(s)=s^σ			p	d(f(2^16)-f(2^15)/d(g(2^16)-g(2^15))				
					0.04366	-0.000832875				
					0.04367	-0.025691262				
					0.04368	-0.000422244				
					0.04369	-0.000204573				
					0.0437	-3.83814E-05				
					0.04371	0.000178804				
					0.04372	0.000385756				
					0.04373	0.000593428				
					0.04374	0.000785548				
										
FCC-235										
	s^σ	s^(τ-2)*(P≥s)								
log_2^(s)		0.03976	0.03977	0.03978	0.03979	0.0398	0.03981	0.03982	0.03983	0.03984
0	1	1	1	1	1	1	1	1	1	1
1	1.368124953	1.01258048	1.012629945	1.012583907	1.012658905	1.01259368	1.013022032	1.012880368	1.013183577	1.012919794
2	1.871765887	1.056986921	1.057333999	1.057230308	1.05718419	1.057529556	1.05783162	1.057982693	1.05833432	1.058074011
